"Date.Time","Year","Month","Day","Data.Quality","Max.Temp..Â.C.","Max.Temp.Flag","Min.Temp..Â.C.","Min.Temp.Flag","Mean.Temp..Â.C.","Mean.Temp.Flag","Heat.Deg.Days..Â.C.","Heat.Deg.Days.Flag","Cool.Deg.Days..Â.C.","Cool.Deg.Days.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.on.Grnd..cm.","Snow.on.Grnd.Flag","Dir.of.Max.Gust..10s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag"
"2006-09-10",2006,9,10,NA,20.2,"",12.6,"",16.4,"",1.6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-11",2006,9,11,NA,21.3,"",11.5,"",16.4,"",1.6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-12",2006,9,12,NA,20.8,"",12.6,"",16.7,"",1.3,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-13",2006,9,13,NA,18.7,"",11.5,"",15.1,"",2.9,"",0,"",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"2006-09-14",2006,9,14,NA,13.8,"",10,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2006-09-15",2006,9,15,NA,16.8,"",9.6,"",13.2,"",4.8,"",0,"",NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"2006-09-16",2006,9,16,NA,18.3,"",11.1,"",14.7,"",3.3,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-17",2006,9,17,NA,14,"",12.1,"",13.1,"",4.9,"",0,"",NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA
"2006-09-18",2006,9,18,NA,16.3,"",12.3,"",14.3,"",3.7,"",0,"",NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA
"2006-09-19",2006,9,19,NA,16.1,"",10.8,"",13.5,"",4.5,"",0,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2006-09-20",2006,9,20,NA,12.6,"",11.4,"",12,"",6,"",0,"",NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA
"2006-09-21",2006,9,21,NA,17.1,"",9.7,"",13.4,"",4.6,"",0,"",NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"2006-09-22",2006,9,22,NA,16.8,"",8.5,"",12.7,"",5.3,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-23",2006,9,23,NA,17.6,"",9,"",13.3,"",4.7,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-24",2006,9,24,NA,19.1,"",10.1,"",14.6,"",3.4,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-25",2006,9,25,NA,20,"",10.6,"",15.3,"",2.7,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-26",2006,9,26,NA,20.8,"",11.4,"",16.1,"",1.9,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-27",2006,9,27,NA,21.8,"",11.9,"",16.9,"",1.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-28",2006,9,28,NA,20.9,"",11.9,"",16.4,"",1.6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-29",2006,9,29,NA,19.2,"",11.1,"",15.2,"",2.8,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-09-30",2006,9,30,NA,16.5,"",10.6,"",13.6,"",4.4,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-01",2006,10,1,NA,14.7,"",8.7,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-02",2006,10,2,NA,15.2,"",7.4,"",11.3,"",6.7,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-03",2006,10,3,NA,14.4,"",8.3,"",11.4,"",6.6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-04",2006,10,4,NA,14.7,"",7,"",10.9,"",7.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-05",2006,10,5,NA,16.4,"",7.6,"",12,"",6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-06",2006,10,6,NA,14.5,"",8.7,"",11.6,"",6.4,"",0,"",NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"2006-10-07",2006,10,7,NA,14.5,"",7.1,"",10.8,"",7.2,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-08",2006,10,8,NA,14.2,"",8.7,"",11.5,"",6.5,"",0,"",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"2006-10-09",2006,10,9,NA,13.6,"",6.3,"",10,"",8,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-10",2006,10,10,NA,15.8,"",6.5,"",11.2,"",6.8,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-11",2006,10,11,NA,16.7,"",6.9,"",11.8,"",6.2,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-12",2006,10,12,NA,16.4,"",7.3,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-13",2006,10,13,NA,15,"",7.6,"",11.3,"",6.7,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-14",2006,10,14,NA,12.8,"",8.6,"",10.7,"",7.3,"",0,"",NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA
"2006-10-15",2006,10,15,NA,11.1,"",10.1,"",10.6,"",7.4,"",0,"",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
"2006-10-16",2006,10,16,NA,13.1,"",10.1,"",11.6,"",6.4,"",0,"",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"2006-10-17",2006,10,17,NA,13.5,"",10.1,"",11.8,"",6.2,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-18",2006,10,18,NA,10.9,"",9.8,"",10.4,"",7.6,"",0,"",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"2006-10-19",2006,10,19,NA,12.6,"",9.6,"",11.1,"",6.9,"",0,"",NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA
"2006-10-20",2006,10,20,NA,12.4,"",7.4,"",9.9,"",8.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-21",2006,10,21,NA,12.6,"",5.8,"",9.2,"",8.8,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-22",2006,10,22,NA,12.3,"",5.9,"",9.1,"",8.9,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-23",2006,10,23,NA,11.6,"",7,"",9.3,"",8.7,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-24",2006,10,24,NA,12,"",7,"",9.5,"",8.5,"",0,"",NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA
"2006-10-25",2006,10,25,NA,9.8,"",5.2,"",7.5,"",10.5,"",0,"",NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA
"2006-10-26",2006,10,26,NA,10.9,"",8,"",9.5,"",8.5,"",0,"",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"2006-10-27",2006,10,27,NA,13.2,"",10.6,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-28",2006,10,28,NA,12.4,"",10.6,"",11.5,"",6.5,"",0,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"2006-10-29",2006,10,29,NA,10.7,"",3.3,"",7,"",11,"",0,"",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"2006-10-30",2006,10,30,NA,6.2,"",0.2,"",3.2,"",14.8,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-10-31",2006,10,31,NA,7.3,"",-0.3,"",3.5,"",14.5,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-11-01",2006,11,1,NA,7.3,"",-0.1,"",3.6,"",14.4,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-11-02",2006,11,2,NA,9.5,"",4.9,"",7.2,"",10.8,"",0,"",NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA
"2006-11-03",2006,11,3,NA,14.3,"",9.3,"",11.8,"",6.2,"",0,"",NA,NA,NA,NA,66.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-04",2006,11,4,NA,12.6,"",10.1,"",11.4,"",6.6,"",0,"",NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-05",2006,11,5,NA,12,"",9.7,"",10.9,"",7.1,"",0,"",NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-06",2006,11,6,NA,15.1,"",9.9,"",12.5,"",5.5,"",0,"",NA,NA,NA,NA,56.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-07",2006,11,7,NA,14,"",8.2,"",11.1,"",6.9,"",0,"",NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"2006-11-08",2006,11,8,NA,9.4,"",5.4,"",7.4,"",10.6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-11-09",2006,11,9,NA,8.5,"",3.8,"",6.2,"",11.8,"",0,"",NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"2006-11-10",2006,11,10,NA,9,"",4.6,"",6.8,"",11.2,"",0,"",NA,NA,NA,NA,49.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-11",2006,11,11,NA,9.5,"",4,"",6.8,"",11.2,"",0,"",NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA
"2006-11-12",2006,11,12,NA,8.5,"",5.6,"",7.1,"",10.9,"",0,"",NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA
"2006-11-13",2006,11,13,NA,7.8,"",4.4,"",6.1,"",11.9,"",0,"",NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA
"2006-11-14",2006,11,14,NA,8.4,"",2.3,"",5.4,"",12.6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-11-15",2006,11,15,NA,11.2,"",6.4,"",8.8,"",9.2,"",0,"",NA,NA,NA,NA,61.8,NA,NA,NA,NA,NA,NA,NA
"2006-11-16",2006,11,16,NA,7.5,"",2.5,"",5,"",13,"",0,"",NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA
"2006-11-17",2006,11,17,NA,7.9,"",5.5,"",6.7,"",11.3,"",0,"",NA,NA,NA,NA,27.6,NA,NA,NA,NA,NA,NA,NA
"2006-11-18",2006,11,18,NA,9.7,"",6.2,"",8,"",10,"",0,"",NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-19",2006,11,19,NA,13.1,"",6.4,"",9.8,"",8.2,"",0,"",NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA
"2006-11-20",2006,11,20,NA,9.8,"",6.8,"",8.3,"",9.7,"",0,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"2006-11-21",2006,11,21,NA,9.6,"",5.2,"",7.4,"",10.6,"",0,"",NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-22",2006,11,22,NA,7.7,"",4.7,"",6.2,"",11.8,"",0,"",NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA
"2006-11-23",2006,11,23,NA,6.6,"",4.8,"",5.7,"",12.3,"",0,"",NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA
"2006-11-24",2006,11,24,NA,5.3,"",2.4,"",3.9,"",14.1,"",0,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2006-11-25",2006,11,25,NA,3.6,"",0.6,"",2.1,"",15.9,"",0,"",NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA
"2006-11-26",2006,11,26,NA,2.8,"",-1.8,"",0.5,"",17.5,"",0,"",NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA
"2006-11-27",2006,11,27,NA,-1.6,"",-4.7,"",-3.2,"",21.2,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-11-28",2006,11,28,NA,-4.4,"",-7.5,"",-6,"",24,"",0,"",NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA
"2006-11-29",2006,11,29,NA,1.3,"",-8.2,"",-3.5,"",21.5,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-11-30",2006,11,30,NA,3.4,"",0.3,"",1.9,"",16.1,"",0,"",NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA
"2006-12-01",2006,12,1,NA,4.1,"",1.7,"",2.9,"",15.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-02",2006,12,2,NA,3.6,"",0.1,"",1.9,"",16.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-03",2006,12,3,NA,4.3,"",-0.1,"",2.1,"",15.9,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-04",2006,12,4,NA,5.8,"",2.8,"",4.3,"",13.7,"",0,"",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"2006-12-05",2006,12,5,NA,7.3,"",3.1,"",5.2,"",12.8,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-06",2006,12,6,NA,9.2,"",4.1,"",6.7,"",11.3,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-07",2006,12,7,NA,8.6,"",3.9,"",6.3,"",11.7,"",0,"",NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"2006-12-08",2006,12,8,NA,9.5,"",6.5,"",8,"",10,"",0,"",NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"2006-12-09",2006,12,9,NA,9.3,"",3.8,"",6.6,"",11.4,"",0,"",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"2006-12-10",2006,12,10,NA,8.4,"",6,"",7.2,"",10.8,"",0,"",NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"2006-12-11",2006,12,11,NA,12.1,"",7.3,"",9.7,"",8.3,"",0,"",NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA
"2006-12-12",2006,12,12,NA,8.6,"",5.4,"",7,"",11,"",0,"",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"2006-12-13",2006,12,13,NA,10.3,"",4.8,"",7.6,"",10.4,"",0,"",NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA
"2006-12-14",2006,12,14,NA,6.8,"",2.9,"",4.9,"",13.1,"",0,"",NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"2006-12-15",2006,12,15,NA,8.5,"",1.4,"",5,"",13,"",0,"",NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA
"2006-12-16",2006,12,16,NA,4.5,"",0.3,"",2.4,"",15.6,"",0,"",NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA
"2006-12-17",2006,12,17,NA,4.7,"",1.3,"",3,"",15,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-18",2006,12,18,NA,5.6,"",2.6,"",4.1,"",13.9,"",0,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2006-12-19",2006,12,19,NA,6.9,"",3.7,"",5.3,"",12.7,"",0,"",NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA
"2006-12-20",2006,12,20,NA,9.1,"",6.3,"",7.7,"",10.3,"",0,"",NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA
"2006-12-21",2006,12,21,NA,9.1,"",4.5,"",6.8,"",11.2,"",0,"",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"2006-12-22",2006,12,22,NA,6.7,"",3.4,"",5.1,"",12.9,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-23",2006,12,23,NA,6.9,"",3,"",5,"",13,"",0,"",NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA
"2006-12-24",2006,12,24,NA,10.4,"",3.7,"",7.1,"",10.9,"",0,"",NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA
"2006-12-25",2006,12,25,NA,8,"",4.5,"",6.3,"",11.7,"",0,"",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"2006-12-26",2006,12,26,NA,7.3,"",3.4,"",5.4,"",12.6,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-27",2006,12,27,NA,6.9,"",0.7,"",3.8,"",14.2,"",0,"",NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"2006-12-28",2006,12,28,NA,4.2,"",-0.4,"",1.9,"",16.1,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-29",2006,12,29,NA,7.5,"",0.2,"",3.9,"",14.1,"",0,"",NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA
"2006-12-30",2006,12,30,NA,6.1,"",3.5,"",4.8,"",13.2,"",0,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2006-12-31",2006,12,31,NA,6.7,"",4,"",5.4,"",12.6,"",0,"",NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA
"2007-01-01",2007,1,1,NA,8.4,"",4.9,"",6.7,"",11.3,"",0,"",NA,"",NA,"",38.8,"",NA,NA,NA,"","",""
"2007-01-02",2007,1,2,NA,12.3,"",5.8,"",9.1,"",8.9,"",0,"",NA,"",NA,"",53.8,"",NA,NA,NA,"","",""
"2007-01-03",2007,1,3,NA,7.6,"",5.4,"",6.5,"",11.5,"",0,"",NA,"",NA,"",7,"",NA,NA,NA,"","",""
"2007-01-04",2007,1,4,NA,6,"",2.9,"",4.5,"",13.5,"",0,"",NA,"",NA,"",0.6,"",NA,NA,NA,"","",""
"2007-01-05",2007,1,5,NA,7.7,"",1.1,"",4.4,"",13.6,"",0,"",NA,"",NA,"",39.6,"",NA,NA,NA,"","",""
"2007-01-06",2007,1,6,NA,8.5,"",4.2,"",6.4,"",11.6,"",0,"",NA,"",NA,"",4.2,"",NA,NA,NA,"","",""
"2007-01-07",2007,1,7,NA,9.9,"",3.8,"",6.9,"",11.1,"",0,"",NA,"",NA,"",32.4,"",NA,NA,NA,"","",""
"2007-01-08",2007,1,8,NA,6.8,"",3.3,"",5.1,"",12.9,"",0,"",NA,"",NA,"",1.6,"",NA,NA,NA,"","",""
"2007-01-09",2007,1,9,NA,9.3,"",0.7,"",5,"",13,"",0,"",NA,"",NA,"",5.8,"",NA,NA,NA,"","",""
"2007-01-10",2007,1,10,NA,3.5,"",-0.1,"",1.7,"",16.3,"",0,"",NA,"",NA,"",1.8,"",NA,NA,NA,"","",""
"2007-01-11",2007,1,11,NA,1,"",-3.7,"",-1.4,"",19.4,"",0,"",NA,"",NA,"",1.6,"",NA,NA,NA,"","",""
"2007-01-12",2007,1,12,NA,-1.6,"",-5.3,"",-3.5,"",21.5,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-13",2007,1,13,NA,-0.5,"",-4.1,"",-2.3,"",20.3,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-14",2007,1,14,NA,0.7,"",-4.6,"",-2,"",20,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-15",2007,1,15,NA,2.6,"",-3.4,"",-0.4,"",18.4,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-16",2007,1,16,NA,3.7,"",1.3,"",2.5,"",15.5,"",0,"",NA,"",NA,"",5.8,"",NA,NA,NA,"","",""
"2007-01-17",2007,1,17,NA,3.7,"",0.6,"",2.2,"",15.8,"",0,"",NA,"",NA,"",1.8,"",NA,NA,NA,"","",""
"2007-01-18",2007,1,18,NA,4.5,"",1.2,"",2.9,"",15.1,"",0,"",NA,"",NA,"",32.2,"",NA,NA,NA,"","",""
"2007-01-19",2007,1,19,NA,5.5,"",3.8,"",4.7,"",13.3,"",0,"",NA,"",NA,"",17.2,"",NA,NA,NA,"","",""
"2007-01-20",2007,1,20,NA,6.5,"",1.5,"",4,"",14,"",0,"",NA,"",NA,"",1.4,"",NA,NA,NA,"","",""
"2007-01-21",2007,1,21,NA,5.1,"",3.4,"",4.3,"",13.7,"",0,"",NA,"",NA,"",4.8,"",NA,NA,NA,"","",""
"2007-01-22",2007,1,22,NA,7.4,"",3.9,"",5.7,"",12.3,"",0,"",NA,"",NA,"",35.2,"",NA,NA,NA,"","",""
"2007-01-23",2007,1,23,NA,8.5,"E",5.9,"",7.2,"E",10.8,"E",0,"E",NA,"",NA,"",38.2,"",NA,NA,NA,"","",""
"2007-01-24",2007,1,24,NA,10,"",4.3,"",7.2,"",10.8,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-25",2007,1,25,NA,7.8,"",3.6,"",5.7,"",12.3,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-26",2007,1,26,NA,7.6,"",0.2,"",3.9,"",14.1,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-27",2007,1,27,NA,6.2,"",0.8,"",3.5,"",14.5,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-28",2007,1,28,NA,4,"",0.1,"",2.1,"",15.9,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-29",2007,1,29,NA,4.6,"",0.8,"",2.7,"",15.3,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-01-30",2007,1,30,NA,5.8,"",-0.5,"",2.7,"",15.3,"",0,"",NA,"",NA,"",0.2,"",NA,NA,NA,"","",""
"2007-01-31",2007,1,31,NA,4.6,"",0.4,"",2.5,"",15.5,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-02-01",2007,2,1,NA,6.5,"",-0.5,"",3,"",15,"",0,"",NA,"",NA,"",0.2,"",NA,NA,NA,"","",""
"2007-02-02",2007,2,2,NA,5,"",-0.3,"",2.4,"",15.6,"",0,"",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-02-03",2007,2,3,NA,6.8,"",0.5,"",3.7,"",14.3,"",0,"",NA,"",NA,"",4,"",NA,NA,NA,"","",""
"2007-02-04",2007,2,4,NA,7.1,"",3.5,"",5.3,"",12.7,"",0,"",NA,"",NA,"",13,"",NA,NA,NA,"","",""
"2007-02-05",2007,2,5,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-02-06",2007,2,6,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",0.2,"",NA,NA,NA,"","",""
"2007-02-07",2007,2,7,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",5,"",NA,NA,NA,"","",""
"2007-02-08",2007,2,8,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",6.2,"",NA,NA,NA,"","",""
"2007-02-09",2007,2,9,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",1.6,"",NA,NA,NA,"","",""
"2007-02-10",2007,2,10,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",1.6,"",NA,NA,NA,"","",""
"2007-02-11",2007,2,11,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",6.2,"",NA,NA,NA,"","",""
"2007-02-12",2007,2,12,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",5.6,"",NA,NA,NA,"","",""
"2007-02-13",2007,2,13,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",1.8,"",NA,NA,NA,"","",""
"2007-02-14",2007,2,14,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",22.6,"",NA,NA,NA,"","",""
"2007-02-15",2007,2,15,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",19,"",NA,NA,NA,"","",""
"2007-02-16",2007,2,16,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",0,"C",NA,NA,NA,"","",""
"2007-02-17",2007,2,17,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",3,"F",NA,NA,NA,"","",""
"2007-02-18",2007,2,18,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",1.2,"",NA,NA,NA,"","",""
"2007-02-19",2007,2,19,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",14,"E",NA,NA,NA,"","",""
"2007-02-20",2007,2,20,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-02-21",2007,2,21,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",3.2,"",NA,NA,NA,"","",""
"2007-02-22",2007,2,22,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",1.8,"",NA,NA,NA,"","",""
"2007-02-23",2007,2,23,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",3.2,"",NA,NA,NA,"","",""
"2007-02-24",2007,2,24,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",8,"",NA,NA,NA,"","",""
"2007-02-25",2007,2,25,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",6.6,"",NA,NA,NA,"","",""
"2007-02-26",2007,2,26,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",6.4,"",NA,NA,NA,"","",""
"2007-02-27",2007,2,27,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",0,"",NA,NA,NA,"","",""
"2007-02-28",2007,2,28,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"",2,"E",NA,NA,NA,"","",""
